job_title,level,min_salary,max_salary,min_exp,max_exp,job_description,soft_skill,hard_skill,interest,education,job_category,job_id
Talent Acquisition Manager,Mid,55000,85000,3,7,Transportation,Communication|Relationship Building|Leadership|Problem Solving|Organization|Strategic Thinking|Empathy,Recruiting|Recruiting|Brand Development|Recruiting|Aviation Operations|Recruiting,Training & Development|Workplace Training|Human Resources|Workforce Planning|Organizational Development,Bachelor's in Human Resources|Bachelor's in Psychology|Master's in Management,Business,311.0
Machine Vision Engineer,Mid,65000,95000,3,7,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Research|Industry Knowledge,Computer Vision|Image Recognition|Photography|Photography|Image Recognition|Programming,Computer Vision|Computer Vision|Automation|Technology|Software Quality,Bachelor's in Computer Science|Bachelor's in Electrical Engineering|Master's in Biology,Technology,312.0
Virtual Reality Developer,Mid,60000,90000,3,7,Transportation,Creativity|Problem Solving|Technical Understanding|Communication|Spatial Thinking|Attention to Detail|User Empathy,Graphic Design|Solidity|Animation|3D Modeling|User Research|UI Design,3D Graphics|Game Development|3D Design|Computer Graphics|User Experience,Bachelor's in Computer Science|Bachelor's in Game Development|Bachelor's in Interactive Media,Technology,313.0
Portfolio Manager,Senior,75000,115000,4,8,Transportation,Analytical Thinking|Decision Making|Problem Solving|Communication|Attention to Detail|Strategic Thinking|Research,Portfolio Management|Resource Allocation|Investment Analysis|Risk Management|Financial Modeling|Employee Relations,Investment Management|Investment Management|Investment Management|Financial Markets|Risk Management,Master's in Finance|Certificate in Digital Marketing|Bachelor's in Finance,Business,314.0
Cloud Security Architect,Senior,80000,120000,4,8,Transportation,Problem Solving|Technical Understanding|Strategic Thinking|Communication|Analytical Thinking|Attention to Detail|Research,Cloud Security|Security Architecture|Identity Management|Threat Intelligence|Regulatory Compliance|Google Cloud,Security|Information Security|Cloud Computing|Risk Management|Security,Bachelor's in Cybersecurity|Master's in Cybersecurity|Bachelor's in Computer Science,Technology,315.0
Creative Writer,Mid,40000,65000,2,5,Transportation,Creativity|Communication|Attention to Detail|Research|Adaptability|Storytelling,Storyboarding|User Stories|Storyboarding|Storyboarding|Video Editing|Content Creation,Creative Writing|Storytelling|Content Creation|Digital Media|Publishing,Bachelor's in Fine Arts|Bachelor's in English|Master's in Fine Arts,Creative,316.0
Trade Marketing Manager,Mid,55000,85000,3,7,Transportation,Strategic Thinking|Communication|Relationship Building|Problem Solving|Creativity|Organization|Analytical Thinking,Digital Marketing|Operations Management|Retail Operations|Strategic Planning|Project Management|Sales Techniques,Marketing|Marketing|Marketing|Database Management|Content Strategy,Bachelor's in Marketing|Bachelor's in Marketing|Bachelor's in Business Administration,Business,317.0
Biotechnology Research Scientist,Senior,70000,105000,4,8,Transportation,Research|Analytical Thinking|Problem Solving|Technical Understanding|Communication|Attention to Detail|Critical Thinking,Pharmaceutical Research|Pharmaceutical Research|UX Design|Data Analysis|User Research|Pharmaceutical Research,Biotechnology|Scientific Research|Computational Biology|Genomics|Medical Research,PhD in Biology|Master's in Biology|Bachelor's in Biology,Technology,318.0
Multimedia Designer,Mid,45000,70000,2,5,Transportation,Creativity|Technical Understanding|Communication|Problem Solving|Attention to Detail|Adaptability,Graphic Design|Animation|Video Editing|Graphic Design|UI Design|Sound Design,Digital Media|Digital Media|Interactive Design|Web Design|Visual Communication,Bachelor's in Multimedia Design|Bachelor's in Digital Media|Bachelor's in Graphic Design,Creative,319.0
Immersive Experience Designer,Mid,55000,85000,3,7,Transportation,Creativity|Technical Understanding|Problem Solving|Communication|Spatial Thinking|User Empathy|Attention to Detail,UX Design|3D Modeling|3D Modeling|UI Design|User Research|Computer Vision,User Experience|3D Graphics|User Experience|Design|Interactive Design,Bachelor's in Industrial Design|Bachelor's in User Experience|Master's in User Experience,Technology,320.0
Graphic Novelist,Mid,40000,65000,2,5,Transportation,Creativity|Storytelling|Communication|Attention to Detail|Problem Solving|Technical Understanding,Architecture|Illustration|Graphic Design|Storyboarding|Illustration|Copywriting,Graphic Design|Comic Art|Visual Storytelling|Character Design|Publishing,Bachelor's in Illustration|Bachelor's in Illustration|Bachelor's in Fine Arts,Creative,321.0
Event Manager,Mid,45000,70000,2,5,Transportation,Organization|Communication|Problem Solving|Creativity|Attention to Detail|Leadership|Adaptability,Tourism Planning|Project Management|Vendor Management|Budgeting|Logistics|Employee Relations,Database Management|Project Management|Marketing|Marketing|Customer Experience,Bachelor's in Event Management|Bachelor's in Hospitality Management|Bachelor's in Marketing,Business,322.0
Computer Vision Specialist,Mid,65000,95000,3,7,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Research|Attention to Detail|Creativity,Computer Vision|Image Recognition|Machine Learning|Video Editing|Deep Learning|AI Algorithms,Computer Vision|AI|Computer Vision|Machine Learning|Robotics,Master's in Machine Learning|Bachelor's in Computer Science|Master's in Electrical Engineering,Technology,323.0
Landscape Designer,Mid,45000,70000,2,5,Transportation,Creativity|Technical Understanding|Communication|Problem Solving|Spatial Thinking|Sustainability Awareness,Layout Design|Sketch|Image Recognition|Tourism Planning|Sustainability Planning|Sketch,Sustainable Landscaping|Sustainable Landscaping|Environmental Management|Sustainable Landscaping|Sustainable Design,Bachelor's in Graphic Design|Bachelor's in Architecture|Associate's in Culinary Arts,Creative,324.0
Contracts Manager,Mid,55000,85000,3,7,Transportation,Attention to Detail|Communication|Analytical Thinking|Problem Solving|Negotiation|Organization|Critical Thinking,Contract Negotiation|Contract Negotiation|Legal Research|Risk Assessment|Regulatory Compliance|Vendor Management,Operations Management|Accounting|Negotiation|Client Relations|Health Policy,Bachelor's in Management|Bachelor's in Business Administration|Bachelor's in Law,Business,325.0
Autonomous Vehicle Safety Engineer,Senior,75000,115000,4,8,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Safety Consciousness|Critical Thinking,AI Algorithms|Risk Assessment|Risk Management|Usability Testing|Regulatory Compliance|Data Analysis,Robotics|Security|Robotics|Technology|Health Policy,Master's in Engineering|Bachelor's in Mechanical Engineering|Master's in Mechanical Engineering,Technology,326.0
Portrait Photographer,Mid,35000,60000,1,5,Transportation,Creativity|Communication|Technical Understanding|Attention to Detail|Problem Solving|Empathy,Photography|Photography|Photography|Photography|Employee Relations|Color Theory,Photography|Photography|Photography|Visual Art|Client Relations,Bachelor's in Photography|Associate's in Photography|Bachelor's in Fine Arts,Creative,327.0
Venture Capital Analyst,Mid,60000,90000,2,5,Transportation,Analytical Thinking|Communication|Problem Solving|Research|Strategic Thinking|Attention to Detail|Industry Knowledge,Investment Analysis|Budgeting|Financial Modeling|Market Research|Business Analysis|Procurement,Entrepreneurship|Entrepreneurship|Investment Analysis|Technology|Financial Analysis,Bachelor's in Finance|Master's in Business Administration|Bachelor's in Economics,Business,328.0
Infographic Designer,Mid,45000,70000,2,5,Transportation,Creativity|Communication|Visual Storytelling|Attention to Detail|Problem Solving|Research,Database Design|Data Visualization|Graphic Design|Computer Vision|User Research|User Stories,Information Design|Data Visualization|Visual Communication|Editorial Design|Digital Media,Bachelor's in Information Technology|Bachelor's in Graphic Design|Bachelor's in Visual Communication,Creative,329.0
Hotel Manager,Mid,50000,80000,3,7,Transportation,Leadership|Communication|Business Acumen|Problem Solving|Organization|Adaptability|Decision Making,Hospitality Management|Employee Relations|Customer Acquisition|Accounting|Hospitality Management|Budgeting,Healthcare Management|Business Operations|Customer Experience|Marketing|Business Planning,Bachelor's in Hospitality Management|Bachelor's in Hospitality Management|Bachelor's in Business Administration,Business,330.0
IT Security Consultant,Senior,70000,105000,4,8,Transportation,Problem Solving|Technical Understanding|Communication|Analytical Thinking|Attention to Detail|Research|Critical Thinking,Network Security|Risk Assessment|Security Architecture|Security Compliance|Penetration Testing|Security Architecture,Information Security|Cybersecurity|Risk Management|Security|IT Infrastructure,Bachelor's in Cybersecurity|Master's in Cybersecurity|Bachelor's in Computer Science,Technology,331.0
Book Cover Designer,Mid,40000,65000,2,5,Transportation,Creativity|Communication|Attention to Detail|Problem Solving|Technical Understanding|Cultural Awareness,Layout Design|Typography|Adobe XD|Illustration|Content Marketing|Copywriting,Design|Publishing|Graphic Design|Typography|Marketing,Bachelor's in Graphic Design|Bachelor's in Fine Arts|Bachelor's in Visual Communication,Creative,332.0
UX Researcher,Mid,55000,85000,2,6,Transportation,Empathy|Communication|Research|Analytical Thinking|Problem Solving|Attention to Detail,User Research|Usability Testing|Data Analysis|Recruiting|Database Design|Product Development,User Experience|User Interface|Research|Psychology|Design,Master's in User Experience|Bachelor's in Psychology|Bachelor's in User Experience,Creative,333.0
Human Resources Director,Senior,75000,115000,5,9,Transportation,Leadership|Communication|Problem Solving|Strategic Thinking|Empathy|Decision Making|Organization,HR Management|Performance Management|Product Development|Employee Relations|Urban Planning|HR Management,Human Resources|Team Leadership|Team Management|Customer Experience|Workforce Planning,Master's in Human Resources|Bachelor's in Management|Master's in Business Administration,Business,334.0
Network Architect,Senior,75000,115000,4,8,Transportation,Problem Solving|Technical Understanding|Strategic Thinking|Communication|Analytical Thinking|Attention to Detail|Research,Architecture|Network Security|Cloud Security|Architecture|Infrastructure as Code|Network Security,Network Architecture|IT Infrastructure|Cloud Computing|Network Architecture|Technical Communication,Bachelor's in Network Engineering|Master's in Architecture|Bachelor's in Computer Science,Technology,335.0
Commercial Real Estate Broker,Mid,60000,100000,3,7,Transportation,Relationship Building|Communication|Negotiation|Problem Solving|Analytical Thinking|Industry Knowledge|Persuasion,Real Estate Valuation|Real Estate Valuation|Market Analysis|Employee Relations|Contract Negotiation|Financial Analysis,Advertising|Investment|Capital Markets|Finance|Negotiation,Bachelor's in Real Estate|Bachelor's in Business Administration|Bachelor's in Finance,Business,336.0
Quantum Computing Hardware Engineer,Senior,80000,125000,4,8,Transportation,Problem Solving|Technical Understanding|Research|Analytical Thinking|Attention to Detail|Communication|Critical Thinking,Cryptography|UI Design|After Effects|Cryptography|Usability Testing|Continuous Integration,Quantum Computing|Quantum Computing|Network Engineering|Physics|Quantum Computing,PhD in Physics|Bachelor's in Electrical Engineering|Master's in Physics,Technology,337.0
Comic Book Artist,Mid,40000,65000,2,5,Transportation,Creativity|Storytelling|Technical Understanding|Attention to Detail|Communication|Problem Solving,Illustration|Graphic Design|Architecture|Typography|Illustration|Layout Design,Comic Art|Storytelling|Character Design|Illustration|Publishing,Bachelor's in Illustration|Bachelor's in Illustration|Bachelor's in Fine Arts,Creative,338.0
Neural Interface Designer,Senior,70000,105000,4,8,Transportation,Creativity|Technical Understanding|Problem Solving|Communication|User Empathy|Research|Attention to Detail,Neural Networks|Computer Vision|User Research|Pharmaceutical Research|UI Design|Prototyping,Neural Networks|User Interface|User Experience|Medical Devices|Interactive Design,Master's in Artificial Intelligence|Bachelor's in Biomedical Engineering|Master's in User Experience,Technology,340.0
Pastry Chef,Mid,40000,65000,2,6,Transportation,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Time Management|Communication,Manufacturing Processes|Shell Scripting|Graphic Design|PHP|Sketch|UI Design,Art|Art|Creative Direction|Design|Marketing,Associate's in Culinary Arts|Bachelor's in Fine Arts|Certificate in Digital Marketing,Creative,341.0
Category Manager,Mid,55000,85000,3,7,Transportation,Strategic Thinking|Analytical Thinking|Communication|Problem Solving|Relationship Building|Organization|Decision Making,Project Management|Retail Operations|Product Development|Brand Strategy|Vendor Management|Market Analysis,Database Management|Sales Strategy|Fashion|Sales Strategy|Marketing,Bachelor's in Retail Management|Bachelor's in Business Administration|Bachelor's in Marketing,Business,342.0
Quantum Simulation Engineer,Senior,75000,115000,4,8,Transportation,Problem Solving|Technical Understanding|Research|Analytical Thinking|Communication|Attention to Detail|Critical Thinking,Reinforcement Learning|Cryptography|3D Modeling|AI Algorithms|Programming|User Research,Quantum Computing|Computational Physics|Quantum Physics|Scientific Computing|Algorithm Design,PhD in Physics|Master's in Computational Science|Master's in Computational Science,Technology,343.0
Architectural Photographer,Mid,40000,65000,2,5,Transportation,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Spatial Thinking,Photography|Photography|Photography|Solidity|Data Visualization|Photography,Photography|System Architecture|Visual Art|Photography|Design,Bachelor's in Photography|Bachelor's in Fine Arts|Associate's in Photography,Creative,344.0
Cloud Database Administrator,Mid,60000,90000,3,7,Transportation,Problem Solving|Technical Understanding|Attention to Detail|Communication|Analytical Thinking|Organization|Adaptability,Google Cloud|Database Design|SQL|NoSQL|Cloud Security|Hyperparameter Tuning,Cloud Computing|Database Management|Data Architecture|Software Systems|Big Data,Bachelor's in Database Management|Bachelor's in Computer Science|Bachelor's in Information Systems,Technology,345.0
Makeup Artist,Mid,35000,60000,1,5,Transportation,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Adaptability,Graphic Design|Color Theory|Computer Vision|Product Development|After Effects|Employee Relations,Art|Marketing|Film|Fashion|Visual Effects,Certificate in Digital Marketing|Associate's in Graphic Design|Bachelor's in Theater Arts,Creative,346.0
Cybersecurity Compliance Specialist,Mid,60000,90000,3,7,Transportation,Analytical Thinking|Attention to Detail|Communication|Problem Solving|Technical Understanding|Research|Organization,Security Compliance|Vulnerability Assessment|Risk Management|Strategic Planning|Auditing|Regulatory Compliance,Cybersecurity|Information Security|Risk Management|Corporate Governance|IT Infrastructure,Bachelor's in Cybersecurity|Bachelor's in Information Security|Bachelor's in Computer Science,Technology,347.0
Credit Analyst,Mid,45000,70000,2,5,Transportation,Analytical Thinking|Attention to Detail|Communication|Problem Solving|Decision Making|Critical Thinking,Financial Analysis|Financial Analysis|Risk Assessment|Copywriting|Financial Analysis|Regulatory Compliance,Financial Analysis|Risk Management|Banking|Finance|Finance,Bachelor's in Finance|Bachelor's in Economics|Bachelor's in Accounting,Business,348.0
Big Data Engineer,Mid,65000,95000,3,7,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Organization|Adaptability,Big Data|Data Preprocessing|Authentication Systems|Google Cloud|Programming|Database Design,Big Data|Data Science|Cloud Computing|Distributed Systems|Data Architecture,Bachelor's in Computer Science|Master's in Data Science|Bachelor's in Information Systems,Technology,349.0
Set Decorator,Mid,40000,65000,2,5,Transportation,Creativity|Attention to Detail|Communication|Problem Solving|Technical Understanding|Research,CSS|CSS|Architecture|Product Development|User Research|Layout Design,Design|Film|Design|Theater|Visual Storytelling,Bachelor's in Industrial Design|Bachelor's in Interior Design|Associate's in Graphic Design,Creative,350.0
Merchandising Manager,Mid,50000,80000,3,7,Transportation,Strategic Thinking|Analytical Thinking|Communication|Problem Solving|Trend Awareness|Organization|Leadership,Merchandising|Inventory Management|Retail Operations|Merchandising|Product Development|Market Analysis,Fashion|Sales Strategy|Fashion|Market Trends|Supply Chain,Bachelor's in Fashion Merchandising|Bachelor's in Retail Management|Bachelor's in Business Administration,Business,351.0
Information Security Analyst,Mid,60000,90000,3,7,Transportation,Analytical Thinking|Problem Solving|Technical Understanding|Attention to Detail|Communication|Research|Critical Thinking,Network Security|Vulnerability Assessment|Security Monitoring|Incident Response|Security Monitoring|Risk Assessment,Information Security|Cybersecurity|Risk Management|Security|Risk Management,Bachelor's in Cybersecurity|Bachelor's in Information Security|Bachelor's in Computer Science,Technology,352.0
Sustainability Consultant,Mid,55000,85000,3,7,Transportation,Analytical Thinking|Communication|Problem Solving|Research|Strategic Thinking|Technical Understanding|Ethics,Sustainability Planning|Environmental Management|Sustainability Planning|SEM|Stakeholder Management|Construction Management,Sustainability|Environmental Management|Corporate Social Responsibility|Green Business|Climate Action,Master's in Sustainability|Bachelor's in Environmental Science|Bachelor's in Engineering,Business,353.0
Fashion Photographer,Mid,40000,70000,2,5,Transportation,Creativity|Technical Understanding|Communication|Problem Solving|Trend Awareness|Attention to Detail,Photography|Photography|Photography|Brand Development|Illustration|Employee Relations,Fashion|Photography|Fashion|Visual Art|Photography,Bachelor's in Photography|Bachelor's in Fine Arts|Associate's in Photography,Creative,354.0
Marketing Director,Senior,75000,115000,5,9,Transportation,Strategic Thinking|Leadership|Communication|Creativity|Analytical Thinking|Problem Solving|Decision Making,Brand Strategy|Scrum|Brand Strategy|Campaign Management|Budgeting|Market Analysis,Creative Leadership|Brand Management|Marketing|Marketing|Business Development,Master's in Marketing|Bachelor's in Marketing|Master's in Business Administration,Business,355.0
Artificial Intelligence Engineer,Senior,75000,115000,4,8,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Research|Attention to Detail|Creativity,AI Algorithms|Machine Learning|Deep Learning|AI Algorithms|Python|Neural Networks,Computational Intelligence|Machine Learning|AI|Deep Learning|Algorithm Design,Master's in Artificial Intelligence|Bachelor's in Computer Science|PhD in Machine Learning,Technology,356.0
Glass Artist,Mid,35000,60000,1,5,Transportation,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Adaptability,Photography|Photography|Containerization|Kubernetes|Solidity|Color Theory,Art|Art|Art|Brand Design|Art,Bachelor's in Fine Arts|Bachelor's in Illustration|Associate's in Culinary Arts,Creative,357.0
Real Estate Appraiser,Mid,50000,80000,3,7,Transportation,Analytical Thinking|Attention to Detail|Communication|Problem Solving|Technical Understanding|Research|Integrity,Real Estate Valuation|Business Analysis|Market Research|Real Estate Valuation|Regulatory Compliance|Financial Reporting,Sales|Investment|Capital Markets|Capital Markets|Advertising,Bachelor's in Real Estate|Bachelor's in Finance|Bachelor's in Real Estate,Business,358.0
Software Architect,Senior,80000,120000,5,9,Transportation,Problem Solving|Technical Understanding|Strategic Thinking|Communication|Leadership|Analytical Thinking|Decision Making,Architecture|UI Design|Backend Development|Architecture|Operations Management|Google Cloud,System Architecture|System Architecture|Enterprise Solutions|Team Leadership|Software Development,Bachelor's in Computer Science|Master's in Architecture|Bachelor's in Software Engineering,Technology,359.0
Conservation Scientist,Mid,55000,85000,3,7,Transportation,Research|Analytical Thinking|Problem Solving|Communication|Technical Understanding|Attention to Detail|Ethics,Environmental Management|Environmental Management|User Research|GIS|Market Research|Financial Reporting,Conservation|Environmental Science|Environmental Management|Ecology|Ecology,Master's in Environmental Science|Bachelor's in Environmental Science|Bachelor's in Biology,Business,360.0
Banking Operations Manager,Mid,60000,90000,3,7,Transportation,Leadership|Analytical Thinking|Problem Solving|Communication|Organization|Attention to Detail|Decision Making,Operations Management|Financial Reporting|Project Management|Process Improvement|Regulatory Compliance|Risk Management,Banking|Finance|Operations Management|Process Improvement|Health Policy,Bachelor's in Finance|Bachelor's in Business Administration|Bachelor's in Finance,Business,361.0
Furniture Designer,Mid,45000,75000,2,5,Transportation,Creativity|Technical Understanding|Problem Solving|Attention to Detail|Communication|Spatial Thinking,Layout Design|Sketch|Prototyping|Solidity|Logistics|Sketch,Design|Design Systems|Design|Brand Design|Product Development,Bachelor's in Interior Design|Bachelor's in Industrial Design|Bachelor's in Product Design,Creative,362.0
Bioinformatics Engineer,Senior,70000,105000,4,8,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Research|Communication|Attention to Detail|Critical Thinking,Machine Learning|Programming|Data Analysis|Statistical Analysis|Database Design|AI Algorithms,Bioinformatics|Computational Biology|Genomics|Data Science|Genomics,Master's in Biology|Bachelor's in Computer Science|PhD in Computational Science,Technology,363.0
Information Architect,Mid,60000,90000,3,7,Transportation,Strategic Thinking|Problem Solving|Communication|Technical Understanding|Attention to Detail|Organization|User Empathy,Architecture|User Research|Content Marketing|Layout Design|Confluence|Wireframing,Information Architecture|User Experience|Content Strategy|Design|Web Design,Master's in Architecture|Bachelor's in Information Technology|Bachelor's in User Experience,Technology,365.0
Model Maker,Mid,40000,65000,2,5,Transportation,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Spatial Thinking,Model Training|3D Modeling|Prototyping|Solidity|Sketch|Prototyping,3D Design|Interactive Design|Product Development|Visual Communication|System Architecture,Bachelor's in Industrial Design|Bachelor's in Industrial Design|Associate's in Culinary Arts,Creative,366.0
Benefits Administrator,Mid,45000,70000,2,5,Transportation,Communication|Attention to Detail|Problem Solving|Organization|Empathy|Confidentiality,Benefits Administration|HR Management|Employee Relations|Healthcare Software|Benefits Administration|Regulatory Compliance,Human Resources|Workplace Training|Medical Administration|Financial Planning|Human Resources,Bachelor's in Human Resources|Bachelor's in Business Administration|Associate's in Business Administration,Business,367.0
Software Quality Assurance Engineer,Mid,55000,85000,2,6,Transportation,Attention to Detail|Problem Solving|Communication|Analytical Thinking|Technical Understanding|Organization|Critical Thinking,Quality Control|Usability Testing|Security Automation|Anomaly Detection|Penetration Testing|Performance Management,Software Quality|Automation|Software Quality|Software Development|Software Development,Bachelor's in Computer Science|Bachelor's in Software Engineering|Bachelor's in Accounting,Technology,368.0
Sculptor,Mid,35000,60000,1,5,Transportation,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Spatial Thinking,3D Modeling|Solidity|3D Modeling|Recruiting|Sketch|Requirements Gathering,Art|Art|3D Graphics|Art|Art,Bachelor's in Fine Arts|Bachelor's in Illustration|Master's in Fine Arts,Creative,369.0
Property Manager,Mid,45000,70000,2,5,Transportation,Communication|Problem Solving|Organization|Attention to Detail|Leadership|Negotiation|Adaptability,Property Management|Employee Relations|Construction Management|Property Management|Budgeting|Regulatory Compliance,Investment Management|Investment|Operations Management|Finance|Operations Management,Bachelor's in Real Estate|Bachelor's in Real Estate|Bachelor's in Business Administration,Business,370.0
Photojournalist,Mid,40000,65000,2,5,Transportation,Creativity|Communication|Attention to Detail|Problem Solving|Adaptability|Ethics,Photography|Photography|Storyboarding|Photography|Legal Research|Financial Reporting,Photography|Publishing|Photography|Digital Media|Visual Storytelling,Bachelor's in Photography|Bachelor's in Journalism|Bachelor's in Photography,Creative,371.0
Quality Assurance Manager,Mid,60000,90000,3,7,Transportation,Leadership|Attention to Detail|Communication|Problem Solving|Analytical Thinking|Organization|Decision Making,Quality Control|Process Improvement|Quality Control|Regulatory Compliance|Scrum|Auditing,Software Quality|Brand Management|Health Policy|Process Improvement|Technology,Bachelor's in Management|Bachelor's in Business Administration|Bachelor's in Engineering,Business,372.0
Cybersecurity Researcher,Senior,70000,105000,4,8,Transportation,Research|Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Critical Thinking,Security Architecture|Vulnerability Assessment|Vulnerability Assessment|Threat Intelligence|Digital Forensics|Malware Analysis,Cybersecurity|Security|Computational Intelligence|Security|Information Security,Master's in Cybersecurity|Bachelor's in Computer Science|Bachelor's in Information Security,Technology,373.0
Ceramics Artist,Mid,35000,60000,1,5,Transportation,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Adaptability,Sales Techniques|Animation|Operations Management|Merchandising|Illustration|Project Management,Material Science|Art|Art|Brand Design|Art,Bachelor's in Fine Arts|Bachelor's in Materials Science|Associate's in Culinary Arts,Creative,374.0
Site Reliability Engineer,Mid,65000,95000,3,7,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Adaptability|Critical Thinking,Vulnerability Assessment|Security Automation|Security Monitoring|Incident Response|Google Cloud|Jenkins,Software Quality|Operations Management|Cloud Computing|DevOps|System Optimization,Bachelor's in Computer Science|Bachelor's in Information Technology|Bachelor's in System Administration,Technology,375.0
Video Game Designer,Mid,50000,80000,2,6,Transportation,Creativity|Problem Solving|Communication|Technical Understanding|Attention to Detail|Game Understanding|User Empathy,Graphic Design|Layout Design|Programming|Prototyping|User Stories|Storyboarding,Game Design|Game Development|User Experience|Interactive Design|Game Design,Bachelor's in Game Development|Bachelor's in Interactive Media|Bachelor's in Computer Science,Creative,376.0
Public Relations Manager,Mid,55000,85000,3,7,Transportation,Communication|Strategic Thinking|Relationship Building|Problem Solving|Storytelling|Adaptability|Leadership,Social Media Marketing|Social Media Marketing|Risk Management|Urban Planning|Copywriting|Stakeholder Management,Customer Relations|Technical Communication|Digital Media|Brand Management|Technical Communication,Bachelor's in Communications|Bachelor's in Communications|Bachelor's in Journalism,Business,377.0
Print Designer,Mid,40000,65000,2,5,Transportation,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Organization,Layout Design|Typography|Layout Design|Adobe XD|Color Theory|Product Development,Design|Graphic Design|Visual Communication|Publishing|Branding,Bachelor's in Graphic Design|Bachelor's in Visual Communication|Associate's in Graphic Design,Creative,378.0
Hotel Sales Manager,Mid,50000,80000,3,7,Transportation,Communication|Relationship Building|Problem Solving|Negotiation|Strategic Thinking|Organization|Leadership,Hospitality Management|Employee Relations|Accounting|Contract Negotiation|Sales Techniques|Brand Strategy,Sales|Management Consulting|Database Management|Business Development|Marketing,Bachelor's in Hospitality Management|Bachelor's in Hospitality Management|Bachelor's in Business Administration,Business,379.0
IT Project Manager,Mid,60000,90000,3,7,Transportation,Leadership|Problem Solving|Communication|Organization|Technical Understanding|Strategic Thinking|Decision Making,Project Management|Agile|Scrum|Budgeting|Resource Allocation|Stakeholder Management,Project Management|Software Development|Project Management|Digital Transformation|Business Operations,Bachelor's in Project Management|Bachelor's in Information Technology|Bachelor's in Computer Science,Technology,380.0
Systems Integrator,Mid,60000,90000,3,7,Transportation,Problem Solving|Technical Understanding|Communication|Analytical Thinking|Attention to Detail|Adaptability|Systems Thinking,Authentication Systems|API Design|Firewall Configuration|Architecture|Salesforce|Infrastructure as Code,Software Systems|Enterprise Solutions|IT Infrastructure|Software Systems|System Architecture,Bachelor's in Computer Science|Bachelor's in System Administration|Bachelor's in Information Technology,Technology,381.0
Freelance Writer,Mid,35000,60000,1,5,Transportation,Communication|Creativity|Self-motivation|Research|Attention to Detail|Time Management|Adaptability,Content Creation|Copywriting|User Research|Video Editing|SEO|Copywriting,Content Creation|Creative Writing|Digital Media|Publishing|Content Marketing,Bachelor's in English|Bachelor's in Communications|Bachelor's in Journalism,Creative,382.0
Underwriter,Mid,50000,80000,2,6,Transportation,Analytical Thinking|Attention to Detail|Decision Making|Communication|Decision Making|Problem Solving|Critical Thinking,Copywriting|Risk Analysis|Financial Analysis|Strategic Planning|Product Development|Regulatory Compliance,Healthcare|Risk Management|Financial Analysis|Health Policy|Material Science,Bachelor's in Finance|Bachelor's in Management|Bachelor's in Healthcare Management,Business,383.0
Database Developer,Mid,55000,85000,3,7,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Organization|Critical Thinking,Database Design|SQL|NoSQL|Data Modeling|SQL|SQL,Database Management|Data Architecture|Software Systems|Database Design|Database Management,Bachelor's in Computer Science|Bachelor's in Database Management|Bachelor's in Information Systems,Technology,384.0
Landscape Architect,Mid,50000,80000,3,7,Transportation,Creativity|Technical Understanding|Problem Solving|Communication|Spatial Thinking|Sustainability Awareness|Attention to Detail,Architecture|Sketch|Tourism Planning|Image Recognition|Environmental Management|Urban Planning,Sustainable Landscaping|Design|Sustainable Design|Sustainable Landscaping|Public Health,Bachelor's in Architecture|Master's in Architecture|Bachelor's in Architecture,Creative,385.0
Special Events Coordinator,Mid,40000,65000,2,5,Transportation,Organization|Communication|Creativity|Problem Solving|Attention to Detail|Time Management|Adaptability,Tourism Planning|Project Management|Vendor Management|Budgeting|Logistics|Illustration,Database Management|Storytelling|Project Management|Customer Experience|Marketing,Bachelor's in Event Management|Bachelor's in Hospitality Management|Bachelor's in Marketing,Business,386.0
Computer Hardware Engineer,Mid,60000,90000,3,7,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Creativity|Research,UX Design|UI Design|Layout Design|Architecture|Usability Testing|Prototyping,Computer Hardware|Computer Hardware|Design|Product Development|System Architecture,Bachelor's in Computer Engineering|Bachelor's in Electrical Engineering|Master's in Computer Engineering,Technology,387.0
