job_id,job_title,job_category,level,min_salary,max_salary,min_exp,max_exp,soft_skill,hard_skill,interest,education
241,Human-Robot Interaction Specialist,Technology,Senior,70000,105000,4,8,Problem Solving|Communication|Empathy|Research|Technical Understanding|Creativity|Analytical Thinking,Computer Vision|UX Design|User Research|User Research|Prototyping|Machine Learning,Robotics|Robotics|User Experience|Psychology|AI,PhD in Artificial Intelligence|Master's in User Experience|Bachelor's in Psychology
242,Training and Development Manager,Business,Senior,60000,90000,4,8,Leadership|Communication|Organization|Empathy|Problem Solving|Creativity|Adaptability,Model Training|Project Management|UX Design|Performance Management|Project Management|Strategic Planning,Training & Development|Learning & Development|Organizational Development|Workplace Training|Instructional Design,Bachelor's in Education|Master's in Education|Bachelor's in Human Resources
243,Extended Reality Developer,Technology,Mid,60000,90000,3,7,Creativity|Problem Solving|Technical Understanding|Communication|Spatial Thinking|Attention to Detail|Adaptability,Solidity|Animation|Motion Graphics|3D Modeling|UI Design|UI Design,User Experience|3D Graphics|Computer Vision|Visual Storytelling|Scientific Computing,Bachelor's in Computer Science|Bachelor's in Game Development|Bachelor's in Interactive Media
244,Commercial Insurance Broker,Business,Mid,55000,90000,3,7,Communication|Relationship Building|Analytical Thinking|Problem Solving|Negotiation|Industry Knowledge|Attention to Detail,Sales Techniques|Risk Assessment|Business Analysis|Vendor Management|Copywriting|Market Analysis,Advertising|Risk Management|Business Development|Finance|Client Relations,Bachelor's in Management|Bachelor's in Finance|Bachelor's in Business Administration
245,Distributed Systems Engineer,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Critical Thinking|Adaptability,Authentication Systems|Google Cloud|Microservices|Quality Control|Load Balancing|Containerization,Distributed Systems|System Architecture|Cloud Computing|Network Engineering|Software Systems,Bachelor's in Computer Science|Master's in Management|Bachelor's in Software Engineering
246,Interactive Installation Artist,Creative,Mid,45000,75000,2,5,Creativity|Technical Understanding|Problem Solving|Communication|Spatial Thinking|Adaptability,UI Design|Graphic Design|Programming|Security Monitoring|Prototyping|Layout Design,Interactive Design|Digital Media|Art|Learning Experience|Digital Media,Bachelor's in Fine Arts|Bachelor's in Fine Arts|Master's in Music
247,Fundraising Director,Business,Senior,65000,95000,4,8,Leadership|Communication|Relationship Building|Strategic Thinking|Organization|Problem Solving|Persuasion,Campaign Management|Procurement|Campaign Management|Benefits Administration|Tourism Planning|Budgeting,Philanthropy|Nonprofit Management|Philanthropy|Learning & Development|Strategic Partnerships,Bachelor's in Management|Bachelor's in Communications|Master's in Sustainability
248,Quantum Materials Scientist,Technology,Senior,75000,115000,5,9,Research|Analytical Thinking|Problem Solving|Technical Understanding|Attention to Detail|Communication|Critical Thinking,React|Solidity|UX Design|Data Analysis|Pharmaceutical Research|User Research,Quantum Materials|Material Science|Quantum Materials|Nanotechnology|Scientific Research,PhD in Physics|PhD in Chemistry|Master's in Physics
249,Customer Success Director,Business,Senior,70000,105000,4,8,Leadership|Communication|Relationship Building|Strategic Thinking|Problem Solving|Empathy|Decision Making,Brand Strategy|Project Management|Vendor Management|Accounting|CRM|Customer Acquisition,Customer Experience|Client Relationship Management|Business Development|Marketing|Customer Experience,Bachelor's in Business Administration|Master's in User Experience|Bachelor's in Marketing
250,Experiential Marketing Manager,Creative,Mid,55000,85000,3,7,Creativity|Strategic Thinking|Communication|Problem Solving|Organization|Leadership|Adaptability,Content Marketing|Tourism Planning|Brand Messaging|Campaign Management|Digital Marketing|Budgeting,Marketing|Brand Design|Marketing|Marketing|Brand Management,Bachelor's in Marketing|Bachelor's in User Experience|Bachelor's in Communications
251,Transportation Planner,Business,Mid,50000,80000,3,7,Analytical Thinking|Problem Solving|Communication|Spatial Thinking|Attention to Detail|Research|Technical Understanding,Urban Planning|GIS|Google Analytics|Urban Planning|Urban Planning|Sustainability Planning,Infrastructure|Business Planning|Public Health|Sustainable Mobility|Operations Management,Master's in Urban Planning|Bachelor's in Civil Engineering|Bachelor's in Urban Planning
252,Telecommunications Manager,Business,Mid,60000,90000,3,7,Leadership|Technical Understanding|Communication|Problem Solving|Strategic Thinking|Organization|Decision Making,Digital Marketing|Network Security|Vendor Management|Budgeting|Scrum|Strategic Planning,Technical Communication|Network Engineering|IT Infrastructure|Infrastructure|Technology,Bachelor's in Communications|Bachelor's in Network Engineering|Bachelor's in Information Technology
253,Facilities Manager,Business,Mid,50000,75000,3,7,Organization|Problem Solving|Communication|Leadership|Attention to Detail|Technical Understanding|Adaptability,Hospitality Management|Construction Management|Vendor Management|Budgeting|Security Compliance|Urban Planning,Operations Management|Operations Management|Team Management|Risk Management|Advertising,Bachelor's in Operations Management|Bachelor's in Business Administration|Associate's in Business Administration
254,Renewable Energy Engineer,Technology,Mid,60000,90000,3,7,Problem Solving|Technical Understanding|Communication|Analytical Thinking|Attention to Detail|Sustainability Awareness|Research,Environmental Management|Data Modeling|UI Design|Project Management|Environmental Management|Regulatory Compliance,Sustainability|Sustainability|Environmental Science|Distributed Systems|Technology,Bachelor's in Environmental Engineering|Bachelor's in Mechanical Engineering|Master's in Physics
255,Employee Experience Manager,Business,Mid,55000,85000,3,7,Empathy|Communication|Strategic Thinking|Problem Solving|Creativity|Organization|Leadership,Employee Relations|Brand Development|Programming|Network Security|UX Design|HR Management,Customer Experience|Organizational Psychology|Team Management|Organizational Development|Human Resources,Bachelor's in Human Resources|Master's in Psychology|Bachelor's in Business Administration
256,Diversity and Inclusion Manager,Business,Senior,65000,95000,4,8,Communication|Empathy|Leadership|Strategic Thinking|Problem Solving|Cultural Awareness|Adaptability,Resource Allocation|Requirements Gathering|Recruiting|Strategic Planning|Employee Relations|Change Management,Community Development|Organizational Psychology|Negotiation|Organizational Psychology|Organizational Development,Master's in Management|Bachelor's in Human Resources|Master's in Psychology
257,Augmented Reality Designer,Technology,Mid,55000,85000,2,6,Creativity|Technical Understanding|Problem Solving|Spatial Thinking|Communication|Attention to Detail|User Empathy,Architecture|3D Modeling|UI Design|User Research|Solidity|Computer Vision,Computer Vision|User Experience|3D Design|Scientific Computing|Interactive Design,Bachelor's in Industrial Design|Bachelor's in Game Development|Bachelor's in User Experience
258,Food Photographer,Creative,Mid,40000,65000,2,5,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Adaptability,Photography|Photography|Photography|CSS|Solidity|Color Theory,Photography|Photography|Visual Art|Art|Photography,Bachelor's in Photography|Associate's in Photography|Bachelor's in Graphic Design
259,Real Estate Development Manager,Business,Senior,70000,105000,4,8,Strategic Thinking|Communication|Problem Solving|Leadership|Analytical Thinking|Negotiation|Decision Making,Real Estate Valuation|Project Management|Financial Analysis|Market Research|Regulatory Compliance|Stakeholder Management,Business Development|Advertising|Business Planning|Project Management|Investment,Master's in Real Estate|Bachelor's in Real Estate|Master's in Business Administration
260,Production Designer,Creative,Mid,50000,80000,3,7,Creativity|Technical Understanding|Communication|Problem Solving|Research|Attention to Detail|Leadership,Manufacturing Processes|UI Design|Storyboarding|Illustration|Budgeting|Scrum,Design|Film|Theater|Visual Storytelling|Art Direction,Bachelor's in Industrial Design|Bachelor's in Theater Arts|Bachelor's in Fine Arts
261,Investment Banker,Business,Senior,80000,130000,4,8,Analytical Thinking|Communication|Problem Solving|Attention to Detail|Strategic Thinking|Negotiation|Decision Making,Financial Modeling|Real Estate Valuation|SEM|Market Analysis|Vendor Management|Financial Analysis,Investment Banking|Corporate Finance|Financial Markets|Capital Markets|Mergers & Acquisitions,Bachelor's in Finance|Master's in Finance|Master's in Business Administration
262,Technical Artist,Technology,Mid,55000,85000,3,7,Technical Understanding|Creativity|Problem Solving|Communication|Attention to Detail|Adaptability|Team Leadership,3D Modeling|Animation|Color Theory|Motion Graphics|Programming|Portfolio Management,Visual Art|Game Development|3D Graphics|Animation|Visual Effects,Bachelor's in Animation|Bachelor's in Game Art|Bachelor's in Computer Science
263,Logistics Manager,Business,Mid,55000,85000,3,7,Organization|Problem Solving|Communication|Leadership|Analytical Thinking|Decision Making|Adaptability,Supply Chain Management|Logistics|Inventory Management|Logistics|Logistics|Budgeting,Supply Chain|Supply Chain|Infrastructure|Supply Chain|Statistics,Bachelor's in Supply Chain Management|Bachelor's in Supply Chain Management|Bachelor's in Business Administration
264,Robotic Process Automation Developer,Technology,Mid,60000,90000,2,6,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Process Thinking|Attention to Detail|Adaptability,Healthcare Software|Security Automation|Business Process Modeling|Process Improvement|Programming|Continuous Integration,Automation|Automation|Process Optimization|Digital Transformation|Business Strategy,Bachelor's in Information Systems|Bachelor's in Computer Science|Bachelor's in Management
265,Construction Project Manager,Business,Mid,60000,90000,3,7,Leadership|Problem Solving|Communication|Organization|Technical Understanding|Attention to Detail|Decision Making,Construction Management|Project Management|Budgeting|Contract Negotiation|Resource Allocation|Security Compliance,Project Management|Project Management|Design|Medical Administration|Risk Management,Bachelor's in Project Management|Bachelor's in Civil Engineering|Bachelor's in Project Management
266,AI Ethics Researcher,Technology,Senior,70000,105000,4,8,Critical Thinking|Analytical Thinking|Research|Communication|Ethics|Problem Solving|Technical Understanding,AI Algorithms|Machine Learning|User Research|Strategic Planning|Ethical Hacking|Data Analysis,AI|Technology|Research|AI|Social Impact,PhD in Philosophy|Master's in Artificial Intelligence|PhD in Philosophy
267,Visual Effects Artist,Creative,Mid,50000,80000,2,6,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Adaptability|Time Management,Adobe XD|Animation|3D Modeling|Animation|Color Theory|Neural Networks,Visual Effects|Film|Animation|Publishing|Digital Media,Bachelor's in Motion Graphics|Bachelor's in Digital Media|Bachelor's in Animation
268,Smart City Planner,Technology,Senior,65000,95000,4,8,Strategic Thinking|Technical Understanding|Communication|Problem Solving|Research|Spatial Thinking|Analytical Thinking,Urban Planning|Big Data|Infrastructure as Code|Analytics|Sustainability Planning|Digital Marketing,IoT|Business Planning|IoT|Sustainability|IT Infrastructure,Master's in Urban Planning|Master's in Urban Planning|Bachelor's in Civil Engineering
269,Business Development Director,Business,Senior,75000,115000,5,9,Strategic Thinking|Communication|Relationship Building|Negotiation|Leadership|Problem Solving|Decision Making,Strategic Planning|Stakeholder Management|Market Analysis|Financial Modeling|Architecture|Vendor Management,Business Development|Strategic Partnerships|Sales|Market Expansion|Sales,Bachelor's in Business Administration|Master's in Business Administration|Master's in Business Administration
270,Conversational AI Developer,Technology,Mid,60000,90000,3,7,Problem Solving|Technical Understanding|Communication|Empathy|Creativity|Analytical Thinking|Research,Natural Language Processing|Chatbot Development|Machine Learning|Conversational AI|Conversational AI|Python,AI|AI|Computational Linguistics|User Experience|Technology,Bachelor's in Computer Science|Master's in Linguistics|Bachelor's in Linguistics
271,Concept Artist,Creative,Mid,45000,75000,2,5,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Adaptability,Illustration|Photography|Graphic Design|Environmental Management|Storyboarding|Illustration,Art|Visual Art|Character Design|Mobile Gaming|Film,Bachelor's in Illustration|Bachelor's in Illustration|Bachelor's in Fine Arts
272,Corporate Social Responsibility Manager,Business,Senior,65000,95000,4,8,Strategic Thinking|Communication|Ethics|Leadership|Problem Solving|Organization|Relationship Building,Performance Management|Sustainability Planning|Stakeholder Management|Risk Assessment|Programming|Employee Relations,Corporate Social Responsibility|Sustainability|Social Impact|Corporate Citizenship|Environmental Management,Master's in Sustainability|Bachelor's in Environmental Science|Master's in Management
273,Ceramic Artist,Creative,Mid,35000,60000,1,5,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Adaptability,Sales Techniques|Animation|Operations Management|3D Modeling|Solidity|Project Management,Material Science|Art|Art|Brand Design|Design,Bachelor's in Fine Arts|Bachelor's in Materials Science|Associate's in Culinary Arts
274,Procurement Manager,Business,Mid,55000,85000,3,7,Negotiation|Communication|Analytical Thinking|Problem Solving|Leadership|Strategic Thinking|Organization,Procurement|Vendor Management|Contract Negotiation|Supply Chain Management|Budget Analysis|Inventory Management,Negotiation|Supply Chain|Client Relations|System Optimization|Strategic Partnerships,Bachelor's in Supply Chain Management|Bachelor's in Business Administration|Bachelor's in Supply Chain Management
275,Educational Technology Developer,Technology,Mid,50000,80000,2,6,Problem Solving|Technical Understanding|Communication|Creativity|Empathy|Attention to Detail|Adaptability,Programming|Project Management|UI Design|Programming|Content Creation|UX Design,Educational Technology|E-Learning|Instructional Design|Software Development|Learning Experience,Bachelor's in Information Technology|Bachelor's in Computer Science|Master's in Education
276,Video Producer,Creative,Mid,45000,75000,2,6,Creativity|Communication|Technical Understanding|Problem Solving|Organization|Leadership|Time Management,Video Editing|Video Editing|Video Editing|Photography|Project Management|User Stories,Film|Film|Content Creation|Digital Media|Storytelling,Bachelor's in Film Production|Bachelor's in Digital Media|Bachelor's in Communications
277,Mergers and Acquisitions Specialist,Business,Senior,75000,115000,4,8,Analytical Thinking|Communication|Problem Solving|Negotiation|Strategic Thinking|Attention to Detail|Decision Making,Business Analysis|Budgeting|Real Estate Valuation|Architecture|Financial Modeling|Urban Planning,Mergers & Acquisitions|Corporate Finance|Investment Banking|Business Strategy|Negotiation,Master's in Finance|Master's in Business Administration|Bachelor's in Finance
278,Quantum Cryptography Specialist,Technology,Senior,75000,115000,4,8,Analytical Thinking|Problem Solving|Research|Technical Understanding|Attention to Detail|Communication|Critical Thinking,Cryptography|Cryptography|Cryptography|Programming|Authentication Systems|Programming,Quantum Computing|Information Security|Quantum Computing|Security|Mathematics,PhD in Physics|Master's in Computational Science|PhD in Computer Science
279,Web Designer,Creative,Mid,45000,70000,2,5,Creativity|Technical Understanding|Communication|Problem Solving|Attention to Detail|User Empathy,Web Development|UI Design|HTML|CSS|JavaScript|Responsive Design,Web Design|User Experience|Design|Visual Communication|Interactive Design,Bachelor's in Web Design|Bachelor's in Graphic Design|Bachelor's in Interactive Media
280,Operations Director,Business,Senior,75000,115000,5,10,Leadership|Strategic Thinking|Problem Solving|Communication|Decision Making|Organization|Analytical Thinking,Operations Management|Process Improvement|Scrum|Resource Allocation|Budgeting|Strategic Planning,Operations Management|Business Strategy|Process Improvement|Team Leadership|Supply Chain,Master's in Business Administration|Bachelor's in Operations Management|Master's in Supply Chain Management
281,Jewelry Designer,Creative,Mid,40000,65000,2,5,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Trend Awareness,Graphic Design|Sketch|Ruby|Manufacturing Processes|Solidity|Sketch,Design|Fashion|Brand Design|Sustainable Fashion|Bioinformatics,Bachelor's in Fashion Design|Bachelor's in Fine Arts|Associate's in Culinary Arts
282,Mortgage Loan Officer,Business,Mid,50000,85000,2,6,Communication|Relationship Building|Analytical Thinking|Problem Solving|Attention to Detail|Organization|Integrity,Financial Analysis|Financial Analysis|Financial Analysis|Employee Relations|Regulatory Compliance|Sales Techniques,Finance|Finance|Finance|Banking|Client Relations,Bachelor's in Finance|Bachelor's in Business Administration|Bachelor's in Economics
283,Cybersecurity Engineer,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Research|Critical Thinking,Network Security|Security Architecture|Vulnerability Assessment|Security Monitoring|Incident Response|Penetration Testing,Cybersecurity|Network Security|Information Security|Risk Management|Security,Bachelor's in Cybersecurity|Bachelor's in Computer Science|Bachelor's in Information Security
284,Technical Illustrator,Creative,Mid,45000,70000,2,5,Technical Understanding|Creativity|Attention to Detail|Communication|Problem Solving|Spatial Thinking,Sketch|3D Modeling|Illustration|Illustration|Data Visualization|Illustration,Illustration|Computer Graphics|Instructional Design|Data Visualization|Illustration,Bachelor's in Illustration|Bachelor's in Graphic Design|Bachelor's in Engineering
285,Industrial IoT Specialist,Technology,Mid,60000,90000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Industry Knowledge|Adaptability,Prototyping|Neural Networks|Operations Management|Analytics|Google Cloud|Operations Management,IoT|Product Development|Technology|Automation|Marketing Analytics,Bachelor's in Industrial Design|Bachelor's in Computer Science|Master's in Information Technology
286,Floral Designer,Creative,Mid,35000,55000,1,4,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Adaptability,Logo Design|Image Recognition|Color Theory|Layout Design|CSS|Customer Acquisition,Design|Ecology|Information Design|Visual Art|Design,Associate's in Graphic Design|Certificate in Digital Marketing|Bachelor's in Environmental Science
287,Retail Merchandising Manager,Business,Mid,50000,80000,3,7,Strategic Thinking|Communication|Problem Solving|Organization|Trend Awareness|Leadership|Analytical Thinking,Merchandising|Inventory Management|Merchandising|Retail Operations|Product Development|Retail Operations,Sales|Fashion|Supply Chain|Visual Art|Market Trends,Bachelor's in Fashion Merchandising|Bachelor's in Business Administration|Bachelor's in Fashion Merchandising
288,Editorial Photographer,Creative,Mid,40000,70000,2,5,Creativity|Communication|Technical Understanding|Problem Solving|Attention to Detail|Adaptability,Photography|Photography|Photography|Solidity|Storyboarding|Business Process Modeling,Photography|Photography|Visual Storytelling|Publishing|Digital Media,Bachelor's in Photography|Bachelor's in Photography|Bachelor's in Graphic Design
289,Economic Development Manager,Business,Senior,65000,95000,4,8,Strategic Thinking|Communication|Relationship Building|Analytical Thinking|Problem Solving|Leadership|Research,Product Development|Business Analysis|Web Development|Benefits Administration|Business Analysis|Stakeholder Management,Economics|Business Planning|Business Development|Health Policy|Community Development,Master's in Economics|Master's in Business Administration|Bachelor's in Economics
290,Digital Illustrator,Creative,Mid,40000,65000,2,5,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Adaptability,Illustration|Adobe XD|Sketch|Color Theory|Solidity|Graphic Design,Illustration|Visual Art|Character Design|Illustration|Art,Bachelor's in Illustration|Bachelor's in Digital Media|Bachelor's in Fine Arts
291,Urban Planner,Business,Mid,55000,85000,3,7,Strategic Thinking|Spatial Thinking|Communication|Analytical Thinking|Problem Solving|Research|Technical Understanding,Urban Planning|GIS|Regulatory Compliance|Web Development|Urban Planning|Sustainability Planning,Business Planning|Community Development|Sustainable Landscaping|Community Development|Sustainable Development,Master's in Urban Planning|Bachelor's in Urban Planning|Bachelor's in Mathematics
292,Artificial Intelligence Ethicist,Technology,Senior,70000,105000,4,8,Critical Thinking|Analytical Thinking|Communication|Ethics|Research|Problem Solving|Technical Understanding,AI Algorithms|Machine Learning|Strategic Planning|Ethical Hacking|User Research|Risk Assessment,AI|Technology|Psychology|Data Protection|AI,PhD in Philosophy|Master's in Artificial Intelligence|PhD in Philosophy
293,Global Supply Chain Manager,Business,Senior,70000,105000,4,8,Strategic Thinking|Problem Solving|Communication|Leadership|Analytical Thinking|Global Awareness|Organization,Supply Chain Management|Logistics|Inventory Management|Vendor Management|Cloud Migration|Risk Management,Supply Chain|Global Business|Supply Chain|Negotiation|Statistics,Master's in Supply Chain Management|Bachelor's in International Business|Master's in Business Administration
294,Budget Analyst,Business,Mid,50000,75000,2,5,Analytical Thinking|Attention to Detail|Communication|Problem Solving|Organization|Critical Thinking,Budget Analysis|Forecasting|Budget Analysis|Excel|Financial Reporting|Statistical Analysis,Project Management|Financial Analysis|Finance|Economics|System Optimization,Bachelor's in Finance|Bachelor's in Accounting|Bachelor's in Economics
295,Digital Forensics Specialist,Technology,Mid,60000,90000,3,7,Analytical Thinking|Problem Solving|Attention to Detail|Technical Understanding|Communication|Research|Integrity,Digital Forensics|Legal Research|Digital Forensics|Data Warehousing|Security Architecture|Incident Response,Digital Forensics|Cybersecurity|Digital Forensics|Information Security|Security,Bachelor's in Information Security|Bachelor's in Cybersecurity|Bachelor's in Computer Science
296,Typography Designer,Creative,Mid,40000,65000,2,5,Creativity|Attention to Detail|Technical Understanding|Communication|Problem Solving|Cultural Awareness,Typography|Typography|Typography|Adobe XD|Layout Design|Typography,Typography|Graphic Design|Design|Visual Communication|Publishing,Bachelor's in Graphic Design|Bachelor's in Illustration|Bachelor's in Visual Communication
297,Product Marketing Manager,Business,Mid,60000,90000,3,7,Strategic Thinking|Communication|Creativity|Analytical Thinking|Problem Solving|Organization|Leadership,Content Marketing|Market Analysis|Threat Intelligence|Chatbot Development|Strategic Planning|Market Research,Marketing|Brand Management|Market Research|Customer Experience|Marketing,Bachelor's in Marketing|Master's in Marketing|Bachelor's in Business Administration
298,Edge Computing Architect,Technology,Senior,75000,115000,4,8,Problem Solving|Technical Understanding|Strategic Thinking|Communication|Analytical Thinking|Attention to Detail|Research,Architecture|Authentication Systems|Google Cloud|Big Data|Network Security|Security Architecture,Edge Computing|IoT|Distributed Systems|Cloud Computing|Network Architecture,Master's in Computer Engineering|Bachelor's in Computer Science|Master's in Management
299,Environmental Designer,Creative,Mid,50000,80000,3,7,Creativity|Technical Understanding|Sustainability Awareness|Problem Solving|Communication|Spatial Thinking|Research,Environmental Management|Architecture|Construction Management|Resource Allocation|Solidity|Sustainability Planning,Sustainable Design|Sustainable Design|Green Business|Ecology|Business Planning,Master's in Environmental Science|Bachelor's in Architecture|Master's in Sustainability
300,Market Research Manager,Business,Mid,55000,85000,3,7,Analytical Thinking|Communication|Research|Problem Solving|Strategic Thinking|Leadership|Attention to Detail,Market Research|Data Analysis|Database Design|Influencer Marketing|User Research|Market Research,Market Research|Marketing|Data Analysis|Business Strategy|Marketing,Bachelor's in Marketing|Bachelor's in Marketing|Master's in Psychology
301,Blockchain Security Specialist,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Research|Critical Thinking,Network Security|Auditing|Cryptography|Penetration Testing|Security Architecture|Threat Intelligence,Blockchain Technology|Cryptocurrency|Information Security|Distributed Systems|Security,Bachelor's in Cybersecurity|Master's in Cybersecurity|Bachelor's in Computer Science
302,Business Intelligence Director,Business,Senior,75000,115000,5,9,Leadership|Analytical Thinking|Strategic Thinking|Communication|Problem Solving|Decision Making|Technical Understanding,Business Intelligence|Big Data|Analytics|Data Visualization|Financial Reporting|Data Mining,Enterprise Analytics|Marketing Analytics|Enterprise Analytics|Data Architecture|Decision Support,Master's in Business Intelligence|Bachelor's in Computer Science|Bachelor's in Business Analytics
303,AI Systems Engineer,Technology,Senior,75000,115000,4,8,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Research|Attention to Detail|Systems Thinking,AI Algorithms|Machine Learning|Model Deployment|Database Design|Jenkins|AI Algorithms,Computational Intelligence|Software Systems|Machine Learning|System Architecture|AI,Master's in Artificial Intelligence|Bachelor's in Computer Science|Master's in Software Engineering
304,Export Manager,Business,Mid,55000,85000,3,7,Communication|Problem Solving|Cultural Awareness|Analytical Thinking|Relationship Building|Organization|Negotiation,Inventory Management|Procurement|Logistics|Regulatory Compliance|Market Analysis|Confluence,Global Business|Corporate Citizenship|Global Business|Supply Chain|Global Business,Bachelor's in International Business|Bachelor's in International Business|Bachelor's in Business Administration
305,Wearable Technology Engineer,Technology,Mid,60000,90000,3,7,Problem Solving|Technical Understanding|Creativity|Communication|Attention to Detail|Analytical Thinking|User Empathy,Healthcare Software|Architecture|Security Monitoring|Performance Management|Network Security|UI Design,Mobile Technology|IoT|System Architecture|Healthcare Innovation|Computer Hardware,Bachelor's in Electrical Engineering|Bachelor's in Computer Engineering|Master's in Information Technology
306,Autonomous Systems Architect,Technology,Senior,80000,120000,4,8,Strategic Thinking|Problem Solving|Technical Understanding|Communication|Analytical Thinking|Research|Attention to Detail,AI Algorithms|Architecture|Reinforcement Learning|Security Monitoring|AI Algorithms|Risk Management,Robotics|Robotics|System Architecture|AI|Software Systems,Master's in Artificial Intelligence|PhD in Artificial Intelligence|Master's in Software Engineering
307,Film Editor,Creative,Mid,50000,80000,2,6,Creativity|Technical Understanding|Communication|Problem Solving|Attention to Detail|Storytelling,Video Editing|Video Editing|Color Theory|Sound Design|Storyboarding|Performance Management,Film|Publishing|Visual Storytelling|Cinema|Digital Media,Bachelor's in Film Production|Bachelor's in Film Production|Bachelor's in Digital Media
308,Account Manager,Business,Mid,50000,80000,2,6,Communication|Relationship Building|Problem Solving|Organization|Adaptability|Negotiation|Empathy,Identity Management|Employee Relations|Sales Techniques|CRM|Product Development|Contract Negotiation,Accounting|Client Relations|Business Development|Sales Strategy|Customer Experience,Bachelor's in Business Administration|Bachelor's in Marketing|Bachelor's in Communications
309,Digital Signal Processing Engineer,Technology,Mid,60000,90000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Research|Mathematical Aptitude,Digital Forensics|AI Algorithms|Database Design|Architecture|Programming|Programming,Digital Media|Computer Hardware|Technical Communication|System Architecture|Algorithm Design,Master's in Electrical Engineering|Bachelor's in Computer Engineering|Bachelor's in Computer Engineering
310,Fashion Stylist,Creative,Mid,40000,65000,2,5,Creativity|Trend Awareness|Communication|Problem Solving|Attention to Detail|Adaptability,CSS|Merchandising|Color Theory|Photography|Data Analysis|Access Control,Fashion|Fashion|Visual Art|Editorial Design|Fashion,Bachelor's in Fashion Design|Bachelor's in Fashion Merchandising|Associate's in Graphic Design
311,Talent Acquisition Manager,Business,Mid,55000,85000,3,7,Communication|Relationship Building|Leadership|Problem Solving|Organization|Strategic Thinking|Empathy,Recruiting|Recruiting|Brand Development|Recruiting|Aviation Operations|Recruiting,Training & Development|Workplace Training|Human Resources|Workforce Planning|Organizational Development,Bachelor's in Human Resources|Bachelor's in Psychology|Master's in Management
312,Machine Vision Engineer,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Research|Industry Knowledge,Computer Vision|Image Recognition|Photography|Photography|Image Recognition|Programming,Computer Vision|Computer Vision|Automation|Technology|Software Quality,Bachelor's in Computer Science|Bachelor's in Electrical Engineering|Master's in Biology
313,Virtual Reality Developer,Technology,Mid,60000,90000,3,7,Creativity|Problem Solving|Technical Understanding|Communication|Spatial Thinking|Attention to Detail|User Empathy,Graphic Design|Solidity|Animation|3D Modeling|User Research|UI Design,3D Graphics|Game Development|3D Design|Computer Graphics|User Experience,Bachelor's in Computer Science|Bachelor's in Game Development|Bachelor's in Interactive Media
314,Portfolio Manager,Business,Senior,75000,115000,4,8,Analytical Thinking|Decision Making|Problem Solving|Communication|Attention to Detail|Strategic Thinking|Research,Portfolio Management|Resource Allocation|Investment Analysis|Risk Management|Financial Modeling|Employee Relations,Investment Management|Investment Management|Investment Management|Financial Markets|Risk Management,Master's in Finance|Certificate in Digital Marketing|Bachelor's in Finance
315,Cloud Security Architect,Technology,Senior,80000,120000,4,8,Problem Solving|Technical Understanding|Strategic Thinking|Communication|Analytical Thinking|Attention to Detail|Research,Cloud Security|Security Architecture|Identity Management|Threat Intelligence|Regulatory Compliance|Google Cloud,Security|Information Security|Cloud Computing|Risk Management|Security,Bachelor's in Cybersecurity|Master's in Cybersecurity|Bachelor's in Computer Science
316,Creative Writer,Creative,Mid,40000,65000,2,5,Creativity|Communication|Attention to Detail|Research|Adaptability|Storytelling,Storyboarding|User Stories|Storyboarding|Storyboarding|Video Editing|Content Creation,Creative Writing|Storytelling|Content Creation|Digital Media|Publishing,Bachelor's in Fine Arts|Bachelor's in English|Master's in Fine Arts
317,Trade Marketing Manager,Business,Mid,55000,85000,3,7,Strategic Thinking|Communication|Relationship Building|Problem Solving|Creativity|Organization|Analytical Thinking,Digital Marketing|Operations Management|Retail Operations|Strategic Planning|Project Management|Sales Techniques,Marketing|Marketing|Marketing|Database Management|Content Strategy,Bachelor's in Marketing|Bachelor's in Marketing|Bachelor's in Business Administration
318,Biotechnology Research Scientist,Technology,Senior,70000,105000,4,8,Research|Analytical Thinking|Problem Solving|Technical Understanding|Communication|Attention to Detail|Critical Thinking,Pharmaceutical Research|Pharmaceutical Research|UX Design|Data Analysis|User Research|Pharmaceutical Research,Biotechnology|Scientific Research|Computational Biology|Genomics|Medical Research,PhD in Biology|Master's in Biology|Bachelor's in Biology
